,depth,sn,sp,ild,cild,dt,sn_top,interval
451,1109.5,10.1168,-41.6501,8.4435,113.3784,,0.0,0.0
452,1110.0,10.1013,-41.6957,8.5294,112.7809,,0.0,0.0
453,1110.5,10.13,-41.8607,8.6393,111.5433,,0.0,0.0
454,1111.0,10.1768,-42.0953,8.7178,110.3674,,0.0,0.0
455,1111.5,10.301,-42.3633,8.8561,109.0752,,0.0,0.0
456,1112.0,10.4503,-42.5023,8.9881,107.6268,,0.0,0.0
457,1112.5,10.5509,-42.4383,9.0873,106.2964,,0.0,0.0
458,1113.0,10.7389,-42.3514,9.0983,105.3405,,0.0,0.0
459,1113.5,10.872,-42.323,9.1549,104.9778,,0.0,0.0
460,1114.0,10.9111,-42.3504,9.1247,105.0007,,0.0,0.0
461,1114.5,10.8096,-42.6017,9.0903,105.5831,,0.0,0.0
462,1115.0,10.6399,-43.2612,9.0423,105.8948,,0.0,0.0
463,1115.5,10.4554,-43.7508,8.9956,106.3205,,0.0,0.0
464,1116.0,10.3311,-43.9128,8.8961,106.9619,,0.0,0.0
465,1116.5,10.2019,-43.7061,8.8505,107.7386,,0.0,0.0
466,1117.0,10.1453,-43.1444,8.7633,108.5955,,0.0,0.0
467,1117.5,10.1699,-42.4352,8.7063,109.3129,,0.0,0.0
468,1118.0,10.3077,-42.3109,8.7367,109.4687,,0.0,0.0
469,1118.5,10.4501,-42.5857,8.8139,108.5558,,0.0,0.0
470,1119.0,10.5321,-43.0525,8.9783,107.0524,,0.0,0.0
471,1119.5,10.4493,-43.5673,9.116,105.293,,0.0,0.0
472,1120.0,10.4215,-44.0867,9.2485,103.8812,,0.0,0.0
473,1120.5,10.4045,-44.5923,9.346,102.7125,,0.0,0.0
474,1121.0,10.6129,-45.1634,9.4405,102.0523,,0.0,0.0
475,1121.5,10.8674,-46.0133,9.4518,101.3767,,0.0,0.0
476,1122.0,10.9342,-46.562,9.7,99.6856,,0.0,0.0
477,1122.5,10.9305,-46.7557,9.85,98.1887,,0.0,0.0
478,1123.0,10.9077,-47.0279,9.9496,96.4744,,0.0,0.0
479,1123.5,10.9137,-47.4916,10.0491,95.3617,,0.0,0.0
480,1124.0,10.9603,-47.7895,10.1487,94.7301,,0.0,0.0
